Subject,Item,IsWord,RT,Duration,NumPhones
15639,mahkaxr,FALSE,751,376,5
170466,stayed,TRUE,741,537,4
191178,hhihlaxrz,FALSE,1065,589,6
190027,kaxndehstehkts,FALSE,1089,870,11
200012,behfaxraxnbehn,FALSE,980,736,10
191155,diybrayvd,FALSE,1305,861,7
181135,predecessor,TRUE,1335,646,9
190872,bahnskaxliy,FALSE,1509,600,8
200064,aenggaxsiyz,FALSE,809,696,7
16498,axnlaepmaxbaxl,FALSE,1313,716,10
200064,pessimistic,TRUE,1001,717,10
16170,baxfaw,FALSE,1127,572,4
190041,intricate,TRUE,613,468,8
15364,behknaxniy,FALSE,1358,568,7
181158,fihnaxrn,FALSE,895,480,6
16498,trustworthy,TRUE,795,668,9
16063,phosphorescence,TRUE,1137,821,10
181227,byuwow,FALSE,721,456,4
16387,vibrant,TRUE,1139,510,7
200025,mehdaxriyl,FALSE,1278,600,7
16402,pihkaxvowshaxn,FALSE,837,664,9
191190,stahmz,FALSE,1390,600,5
15948,literal,TRUE,874,539,6
190180,fuhtgihs,FALSE,873,677,6
200055,maenzehd,FALSE,2510,488,6
181362,bayaxfnaastaxs,FALSE,1881,848,10
200119,parameters,TRUE,2262,624,8
190013,adoption,TRUE,914,645,7
15292,gobblers,TRUE,815,587,6
181115,pictured,TRUE,608,518,6
190875,chaekaxr,FALSE,1245,408,5
190041,blaenaxk,FALSE,635,400,6
181198,crisscrossed,TRUE,648,688,9
191189,priyjhaarks,FALSE,1523,718,8
15995,ihnchaewaxn,FALSE,998,544,7
181087,dependent,TRUE,814,532,9
200137,baklava,TRUE,1172,609,7
16399,kahtlaxst,FALSE,978,568,7
16340,quotes,TRUE,679,459,5
15398,insurance,TRUE,966,673,8
15574,hhawr,FALSE,981,376,3
16795,gaedhiht,FALSE,1280,432,5
15716,reverently,TRUE,1021,698,9
16016,encouraging,TRUE,573,589,8
15366,kaadskaxreyshaxnt,FALSE,1861,731,12
16014,aefbleyz,FALSE,2260,622,6
16058,rihkowtihks,FALSE,944,664,8
200215,bihtax,FALSE,754,352,4
190879,comportment,TRUE,1101,636,11
200053,gyuwgiyshaxn,FALSE,798,616,8
15639,pestilence,TRUE,869,630,9
190002,gyuwnaxaxd,FALSE,1261,523,7
190004,maarsiydihng,FALSE,1004,712,8
191052,hhaaz,FALSE,1074,488,3
15394,aadsaxsaxl,FALSE,871,568,7
16466,vegetables,TRUE,693,685,9
200069,zeheyliyaxv,FALSE,984,757,7
181245,melodic,TRUE,1136,549,7
191237,ehknaxlay,FALSE,1086,617,6
16517,counterparts,TRUE,1410,659,10
15397,ihnskahkt,FALSE,1213,568,7
190034,competence,TRUE,820,808,9
16063,gaarbaxrst,FALSE,1089,648,8
15639,revealing,TRUE,636,532,7
200168,riydihshowld,FALSE,1139,707,8
15928,buwtliht,FALSE,744,360,6
190875,waepihng,FALSE,1279,400,5
15903,pets,TRUE,912,373,4
191113,lithograph,TRUE,1027,703,8
16081,peacefully,TRUE,708,589,7
191018,ihkstihngkwaak,FALSE,1220,688,10
16349,snapshots,TRUE,1296,828,8
15302,teammate,TRUE,1197,472,5
190416,fraezhihng,FALSE,906,574,6
16601,baataxlaxrld,FALSE,1174,536,9
15431,pehngsiyaxn,FALSE,851,648,7
190171,proposes,TRUE,925,630,8
15514,rihmowlaxrz,FALSE,1015,648,8
181212,handyman,TRUE,821,540,8
16014,prehrtihsaxtiy,FALSE,1719,616,10
190180,raspberries,TRUE,892,725,8
16031,briymawshaxn,FALSE,745,672,8
190136,discs,TRUE,1180,465,5
15589,worshiping,TRUE,992,578,7
16084,riyuwnaxnax,FALSE,975,572,7
16657,swiyk,FALSE,1102,424,4
181212,comp,TRUE,950,337,4
200167,playfully,TRUE,982,521,7
16123,paariyaxr,FALSE,630,467,6
190002,axnskayn,FALSE,1044,696,6
200228,ehktow,FALSE,2039,440,4
191052,recipe,TRUE,609,493,6
181106,poetics,TRUE,758,510,7
200132,riynt,FALSE,748,352,4
16142,franchise,TRUE,986,670,7
16267,mishear,TRUE,837,555,6
16441,capacity,TRUE,775,568,8
200111,draengks,FALSE,952,480,6
191183,axnreygliy,FALSE,1515,624,7
16533,maartraxz,FALSE,1012,568,7
190007,partner,TRUE,644,419,6
181158,lackeys,TRUE,962,504,5
16018,paapkaengk,FALSE,1156,568,7
200051,interrupts,TRUE,995,584,8
15744,jacuzzi,TRUE,1116,599,6
16550,cowards,TRUE,1256,748,5
16435,debuted,TRUE,884,518,6
15954,hhaykwowkeylkaxn,FALSE,1403,748,11
191008,maarnaxn,FALSE,1742,424,6
191065,succumbed,TRUE,740,564,6
15593,appointment,TRUE,862,611,9
190592,bayfaxr,FALSE,761,432,5
190007,fussy,TRUE,759,605,4
190004,sandstorm,TRUE,1034,744,9
190416,paradoxically,TRUE,969,768,12
16498,ehrsaxwiydraxn,FALSE,896,672,10
15362,attained,TRUE,879,589,5
190182,accepting,TRUE,766,527,8
16134,riymayd,FALSE,1102,536,5
16411,uneasily,TRUE,1092,603,7
16395,allowances,TRUE,801,718,8
15739,airbladder,TRUE,797,523,7
200030,monotonous,TRUE,1170,713,9
15821,kaadskaxseyltaxriy,FALSE,2678,950,13
15540,brihfaxniyz,FALSE,668,653,8
15364,nesting,TRUE,1176,531,6
191055,saxskaensaxr,FALSE,797,704,9
190013,amphetamine,TRUE,916,516,9
15639,counteraction,TRUE,764,697,10
181158,expectorate,TRUE,982,620,10
190003,riders,TRUE,626,574,5
16772,skihnt,FALSE,1548,520,5
190073,kills,TRUE,599,372,4
16818,kaxnchihnwaxl,FALSE,939,576,9
200024,rapidity,TRUE,1317,539,8
16629,report,TRUE,1142,536,6
16752,dryers,TRUE,945,599,5
181192,raffle,TRUE,843,491,5
15351,baenihtaasax,FALSE,1193,732,8
190021,defensively,TRUE,1268,818,10
200215,ancient,TRUE,628,525,6
200055,kaxnsihniyaydehv,FALSE,1210,873,11
190027,rusting,TRUE,767,511,6
190022,baelihz,FALSE,1148,528,5
191065,sings,TRUE,729,569,4
191229,lightbulb,TRUE,1169,545,7
190182,ehknaxmiy,FALSE,1528,568,6
16018,axniyvihktfihng,FALSE,1229,856,10
170351,luminosity,TRUE,1198,938,10
15903,pehschehvaxtiy,FALSE,1151,664,9
16340,inhaled,TRUE,1113,532,6
16657,dwehbaxrz,FALSE,990,464,7
16818,ihnzowl,FALSE,758,560,5
16275,mahtsiy,FALSE,954,512,5
181158,behlaxtaysiyliy,FALSE,1076,856,10
16487,shtihlihvihng,FALSE,2550,720,8
15373,rehkluwfskaxlaxr,FALSE,1239,744,12
16301,paebaxntaxr,FALSE,785,536,8
15393,kleymehks,FALSE,1455,552,7
191110,aedaxlawn,FALSE,928,560,6
191235,pin,TRUE,884,364,3
15425,creation,TRUE,824,557,7
190048,mihnskaataxr,FALSE,1232,680,9
190415,dimly,TRUE,1133,449,5
200005,sherry,TRUE,1083,435,4
15821,thoughtful,TRUE,687,629,6
15404,firefly,TRUE,927,637,6
15414,foundation,TRUE,906,591,8
190582,scented,TRUE,1294,543,6
16629,reverberation,TRUE,1146,759,10
190136,knuckled,TRUE,759,365,6
170463,vest,TRUE,1147,413,4
190026,studious,TRUE,751,622,7
200024,ehrspehktihnliy,FALSE,1237,856,11
181212,stays,TRUE,852,578,4
190042,skuhgiyawlehyhiy,FALSE,1661,840,11
200137,axvaarkt,FALSE,2092,496,6
181131,ayng,FALSE,602,385,2
15399,pehnkiysaxpeyt,FALSE,923,776,10
16012,truwmshaxl,FALSE,1017,548,7
16385,unchallenged,TRUE,847,918,9
16466,inexplicable,TRUE,1102,888,13
191113,bahl,FALSE,915,336,3
190875,serum,TRUE,1132,562,5
181145,watertight,TRUE,792,698,7
190091,trivial,TRUE,566,448,7
16481,gehspiyk,FALSE,808,579,6
181084,kaxrrgaxneyshaxn,FALSE,875,728,11
16601,scrape,TRUE,980,569,5
15492,servility,TRUE,1198,577,8
16629,skrahnz,FALSE,1137,729,6
15784,baajhd,FALSE,1055,536,5
190003,shehsh,FALSE,827,465,3
181362,mihchowdihng,FALSE,854,477,7
170364,mihlaxnaxz,FALSE,1218,632,7
16649,squat,TRUE,1146,484,5
15413,twister,TRUE,1437,427,6
16818,arose,TRUE,793,548,3
15374,jhayg,FALSE,1241,512,3
15639,unification,TRUE,1264,734,11
191065,pathway,TRUE,1029,483,5
190219,kahnjhiysehl,FALSE,757,500,8
16084,libraries,TRUE,707,708,8
191066,maxmaelihntiy,FALSE,890,704,9
16481,baytehtaxkiy,FALSE,854,696,8
200077,dihnaemaxteydehv,FALSE,1075,744,11
190385,extracurricular,TRUE,997,775,14
15926,axmaats,FALSE,1346,573,5
200053,eykaxm,FALSE,845,408,4
16085,axkowfihngtiy,FALSE,1114,720,8
15907,universal,TRUE,805,569,9
16127,kaxkehnsaxr,FALSE,1631,608,8
181115,chopped,TRUE,708,447,4
16151,afterlife,TRUE,944,808,7
190031,sixpenny,TRUE,1477,529,8
15308,unuttered,TRUE,1086,474,6
190006,dihsaxtruwgihng,FALSE,966,672,10
16020,cynthia,TRUE,755,702,6
15606,goulash,TRUE,778,497,5
191179,epitomizes,TRUE,1504,838,10
191178,simplified,TRUE,845,707,9
190969,punishment,TRUE,910,668,9
190652,wehntaxrz,FALSE,731,544,7
190091,delivering,TRUE,671,535,8
200077,shtihndaxtiy,FALSE,766,504,8
16487,appointment,TRUE,856,611,9
16385,forgery,TRUE,972,599,6
15351,kaarpaemz,FALSE,1339,600,7
200119,affords,TRUE,1082,594,6
16054,nahgaxl,FALSE,830,376,5
191113,warned,TRUE,1788,501,5
16474,fetal,TRUE,883,471,5
190028,pluwzd,FALSE,780,576,5
16487,kaxndowlaxrz,FALSE,1070,684,9
181365,privatization,TRUE,1171,954,12
15514,pahkmiyl,FALSE,1436,520,6
181212,pehmiynwaxlaxr,FALSE,830,636,10
181084,dihlihtihl,FALSE,1186,408,7
15404,freebooters,TRUE,1390,770,8
190754,laer,FALSE,1063,360,3
190728,recompensated,TRUE,929,757,13
16051,wehldaxns,FALSE,760,574,7
191052,worry,TRUE,797,479,3
190903,saxfreyz,FALSE,819,664,6
190091,frank,TRUE,689,388,5
181229,besides,TRUE,1016,548,6
190636,hhahshbaxnts,FALSE,962,560,8
16475,emissaries,TRUE,1219,848,8
190091,stahziy,FALSE,758,544,5
170466,beans,TRUE,869,639,4
190414,bovine,TRUE,795,497,5
15868,crime,TRUE,703,519,4
190005,sled,TRUE,800,476,4
190182,ihnyaamz,FALSE,736,608,6
15508,draekaxr,FALSE,1196,440,6
16395,lahjhd,FALSE,1383,520,4
16149,perforate,TRUE,712,536,6
15851,hhihteynjhd,FALSE,999,680,7
15784,pixie,TRUE,943,569,5
190652,paejhihz,FALSE,750,539,5
191052,tripe,TRUE,765,230,4
190063,unendurable,TRUE,865,825,11
16010,bihfawaxlf,FALSE,936,733,7
16016,thesis,TRUE,692,495,5
191155,baydihk,FALSE,1382,380,5
190694,differing,TRUE,765,497,6
181170,pihjhiyz,FALSE,705,448,5
16474,rawld,FALSE,701,456,4
190136,axbtraenshaxn,FALSE,971,689,9
181273,dihglaewaxn,FALSE,827,544,8
15831,animosity,TRUE,848,643,9
200009,twopenny,TRUE,1540,526,7
190216,molesting,TRUE,1114,768,8
16081,squarely,TRUE,863,542,7
200055,nonstop,TRUE,1010,652,7
190074,axpehlshaxnkaxns,FALSE,975,968,11
16517,yehnzmaxn,FALSE,1077,496,7
16551,sterling,TRUE,721,559,6
16135,axpeyntihl,FALSE,984,560,7
190986,shtihsaxl,FALSE,1129,552,6
181173,advised,TRUE,886,626,6
190190,chocolatey,TRUE,1616,573,7
190085,toddlers,TRUE,978,526,6
191016,maysaxm,FALSE,749,520,5
181107,behskaxtuwz,FALSE,2624,709,8
16384,mehzhiht,FALSE,782,392,5
16474,stowtaxkuhd,FALSE,864,704,8
191196,axmskehntraxn,FALSE,1258,780,10
191055,ihkchehraxkaxndiyz,FALSE,1425,976,12
16038,mahmf,FALSE,747,440,4
181145,detectors,TRUE,1004,733,8
15321,bras,TRUE,957,738,4
191117,chatting,TRUE,1038,425,5
200061,understatement,TRUE,1478,832,12
16512,staydmaxnts,FALSE,920,741,9
15373,stayrnaxtaxr,FALSE,1282,800,9
190590,dewdrops,TRUE,1175,643,7
181131,laehhaxnz,FALSE,723,644,6
15492,coconuts,TRUE,821,609,8
15301,trans,TRUE,2121,509,5
200120,mawlz,FALSE,941,512,4
190492,insufficient,TRUE,976,695,10
15606,raepaen,FALSE,959,608,5
15868,hhaelaxt,FALSE,1032,403,5
15907,ranching,TRUE,1212,580,6
190103,medicaid,TRUE,2006,608,7
191235,chehrkhhawsihz,FALSE,1907,717,9
181158,kaxndaanbaxr,FALSE,805,544,9
170465,weysiy,FALSE,740,456,4
16584,kites,TRUE,1090,447,4
15364,axzmayt,FALSE,901,552,5
190182,countervailing,TRUE,1684,739,10
200182,assuage,TRUE,1090,511,5
190171,pehiyshaxlihz,FALSE,751,728,8
15367,reylt,FALSE,1022,448,4
190091,pump,TRUE,914,301,4
190005,suwpaxraxntehrsnihsts,FALSE,1318,976,16
190091,giyptehriy,FALSE,745,620,7
190951,bihfaxd,FALSE,1289,328,5
181110,spitting,TRUE,978,499,6
15822,overlaid,TRUE,742,414,6
190098,bahmpaxl,FALSE,1275,560,6
181139,lihniyaxs,FALSE,750,616,6
15399,dihlihvaxraydehts,FALSE,1099,820,12
16533,maximal,TRUE,1082,688,8
15905,supposedly,TRUE,921,712,9
190571,axzpeyts,FALSE,1145,672,6
190875,behehntaxraxv,FALSE,1073,626,9
191229,fried,TRUE,716,514,4
190659,firewood,TRUE,733,553,6
181153,axdiyjhaxnt,FALSE,912,536,7
16337,axpehrn,FALSE,807,608,5
16744,patrolling,TRUE,1095,592,8
190872,splay,TRUE,2505,447,4
200168,calendars,TRUE,835,552,8
15410,bihltihjh,FALSE,1287,448,6
16612,strihl,FALSE,952,584,5
15413,frequent,TRUE,1000,516,8
16275,schemes,TRUE,962,595,5
181121,diagnosed,TRUE,845,828,8
191110,redemption,TRUE,706,678,8
15492,nightdress,TRUE,818,624,7
16792,connects,TRUE,2222,589,7
16566,buwttiypihng,FALSE,877,584,8
16597,gahvaxmliy,FALSE,1016,608,7
16550,buwpaxrbawz,FALSE,956,728,8
15398,rihliyjhihd,FALSE,912,544,7
16058,aantaxvow,FALSE,698,537,6
190243,bihhhaxz,FALSE,981,504,5
181083,tomcat,TRUE,823,487,6
16344,sickness,TRUE,738,563,6
191189,gayfuw,FALSE,933,488,4
15514,deydaxl,FALSE,638,336,5
16127,aedaxlawn,FALSE,637,560,6
190636,weary,TRUE,1100,599,4
16586,you,TRUE,1106,343,2
181115,excluded,TRUE,895,569,9
15416,risque,TRUE,934,417,5
190031,constitute,TRUE,527,669,9
181198,boon,TRUE,908,559,3
15362,observable,TRUE,1195,664,9
15386,kaxmbayrmaxriy,FALSE,951,864,10
15548,ihgzehrnfaxlz,FALSE,1476,840,10
200025,protecting,TRUE,1749,559,9
16417,baxrmaxflaytihdliy,FALSE,761,800,13
16043,lihnsihv,FALSE,981,450,6
190581,ripped,TRUE,614,367,4
181158,salon,TRUE,883,550,5
200215,rayb,FALSE,819,360,3
16027,hhihneyihd,FALSE,2182,594,6
190881,ihmaaktaxgeyshaxl,FALSE,1691,841,11
15382,succeeds,TRUE,1338,674,7
191065,powder,TRUE,873,379,4
15500,kaxbstehst,FALSE,952,656,8
16586,axmahstiyjh,FALSE,1875,736,7
16441,richest,TRUE,760,479,6
200020,zhaxrreyftaxr,FALSE,1058,752,9
15784,nehrtaxr,FALSE,737,388,6
191189,stonework,TRUE,1003,646,7
190875,predicated,TRUE,2387,605,10
16481,axmehldihng,FALSE,927,549,7
15382,lance,TRUE,1317,485,4
200182,naarkaxn,FALSE,951,440,6
191016,fink,TRUE,740,401,4
16153,haywire,TRUE,1325,645,5
16142,refreshing,TRUE,1088,698,8
16369,ihlaewaxnt,FALSE,1478,616,7
190581,pumps,TRUE,1806,409,5
16349,mowlihng,FALSE,922,456,5
191053,unsafe,TRUE,946,589,5
190004,ruwkbiy,FALSE,966,552,5
16301,tehrdstaxr,FALSE,1107,536,8
15739,flung,TRUE,697,460,4
181207,laendiyz,FALSE,806,624,6
16369,semicolon,TRUE,1492,721,9
181170,unnoticed,TRUE,648,688,8
16344,kaarnaad,FALSE,1343,472,6
16012,rusting,TRUE,875,511,6
16612,baef,FALSE,485,427,3
15738,foundries,TRUE,1000,737,7
190114,guwlaxf,FALSE,1030,519,5
15362,scalp,TRUE,853,507,5
16384,slight,TRUE,987,506,4
16038,dihskeyk,FALSE,1264,569,6
16216,discovery,TRUE,785,633,8
191055,gauze,TRUE,629,472,3
15907,aytehnz,FALSE,1076,591,5
200025,ihksaartihd,FALSE,1696,543,8
181129,puddle,TRUE,738,336,5
190089,dishes,TRUE,703,559,5
16151,paaklaxrz,FALSE,903,580,7
190951,diary,TRUE,995,485,4
191235,barelegged,TRUE,1007,623,8
16427,laeshaxlaxktiy,FALSE,857,736,9
190047,raegnaxl,FALSE,925,504,6
190136,blotch,TRUE,1294,438,5
200168,wavy,TRUE,883,449,4
16006,there,TRUE,799,320,3
15831,proliferated,TRUE,906,862,11
200107,spowm,FALSE,1186,560,4
15385,weymaxlawz,FALSE,936,688,7
15693,yokels,TRUE,672,499,6
181198,axnriylehchaxs,FALSE,788,712,9
190018,crimson,TRUE,884,558,7
16629,algorithms,TRUE,916,669,9
200332,pimply,TRUE,1453,405,6
181338,vaxrriyaxsehrshaxrliy,FALSE,1458,809,14
190026,obtrusiveness,TRUE,1191,939,11
190022,owdhaxrawz,FALSE,1082,767,6
16216,zuwskaxnz,FALSE,1990,784,7
15398,thiyaxneystihdaxn,FALSE,1027,720,11
181169,staymihngliy,FALSE,987,648,8
15373,slaughtered,TRUE,1973,708,6
191178,compound,TRUE,636,613,7
16151,behfihdaxkt,FALSE,932,576,8
16262,disparities,TRUE,866,744,10
191066,kaxndiynstaxnt,FALSE,936,738,11
200115,dolly,TRUE,822,529,4
15384,omniscience,TRUE,990,648,8
200215,choosing,TRUE,710,503,5
16474,tawny,TRUE,878,359,4
16159,discussion,TRUE,968,568,8
191197,mayniyaand,FALSE,994,560,7
16084,aid,TRUE,693,342,2
15398,arson,TRUE,774,452,5
16517,igloo,TRUE,974,493,4
190027,vaeltaxrz,FALSE,950,664,7
16356,burly,TRUE,944,345,4
190027,pi,TRUE,904,410,2
170465,aggravating,TRUE,822,560,9
16047,klaediy,FALSE,782,352,5
190080,pahplaxmayzaxl,FALSE,1037,704,10
200030,shreyrihng,FALSE,1228,576,6
190004,behbaxnaxr,FALSE,904,488,7
16353,ehksaxrmawnt,FALSE,1533,616,9
200061,quintet,TRUE,920,519,7
190114,felling,TRUE,1077,539,5
200305,tactical,TRUE,1126,539,8
15423,apocalypse,TRUE,893,726,9
15366,baybiywaxrd,FALSE,1503,590,8
16149,seduction,TRUE,868,758,8
16010,gihngchaxr,FALSE,652,496,6
16151,people,TRUE,554,391,5
181085,flypaper,TRUE,1229,748,7
191068,polymers,TRUE,1093,562,7
200051,ihnaabaxtaxdihd,FALSE,855,697,10
15374,meykiy,FALSE,1381,440,4
15547,among,TRUE,993,452,4
16349,wellspring,TRUE,1247,544,8
200056,saxspaensaxd,FALSE,1728,776,9
16027,insidious,TRUE,825,631,8
15398,pompously,TRUE,972,648,8
16752,buwnd,FALSE,1993,368,4
181192,sugarless,TRUE,795,679,7
16275,swaadhhaart,FALSE,963,536,8
181158,ceases,TRUE,995,591,5
181087,axdahnsaxd,FALSE,830,600,7
190080,effecting,TRUE,2647,651,7
190182,gelatinous,TRUE,923,818,9
181212,announcer,TRUE,816,579,6
191237,coachwork,TRUE,1029,610,6
16461,reiterated,TRUE,1032,764,9
190136,whiplash,TRUE,743,582,6
190986,sehraeng,FALSE,1956,568,5
190570,hhiyngk,FALSE,1024,304,4
16001,maaplaasaxnt,FALSE,1028,682,9
200331,spectacle,TRUE,879,723,9
16474,teammates,TRUE,772,567,7
15384,insurgency,TRUE,1227,746,9
190004,dihtaxrmaxlaydiyd,FALSE,1007,777,12
190006,ihrmaxrmaxlayshaxn,FALSE,1481,848,12
190002,band,TRUE,1003,424,4
190103,beynaxr,FALSE,1307,344,5
190728,rebellious,TRUE,797,635,8
15589,magnetized,TRUE,1017,835,9
15548,unanswered,TRUE,810,718,7
191240,ethnography,TRUE,1861,764,9
16744,improbable,TRUE,920,650,10
170364,repeater,TRUE,1985,450,6
200064,rihsehftaxm,FALSE,817,608,8
15351,blood,TRUE,890,369,4
16752,baxtaastihk,FALSE,1509,664,8
190416,kaxnsehnaxsehrtihn,FALSE,970,752,13
16152,baebaxrst,FALSE,652,576,7
190114,smoky,TRUE,925,549,5
200053,spraengglihng,FALSE,1138,712,9
191189,resume,TRUE,737,528,5
16054,chiyfaxn,FALSE,972,488,5
16562,buwlayihng,FALSE,711,612,6
191066,owvaxrkiysraen,FALSE,1087,736,10
15595,improvisation,TRUE,1214,774,12
15385,dolls,TRUE,803,591,4
15386,colon,TRUE,897,609,5
191178,pulls,TRUE,574,427,4
15383,moisture,TRUE,744,491,5
15292,saxskehntaxrd,FALSE,1075,725,10
16498,freyk,FALSE,1297,400,4
15548,rihgowst,FALSE,1207,592,6
191237,repainting,TRUE,1067,563,8
190181,sehkplaxlaxr,FALSE,1259,744,9
16650,chuwkihng,FALSE,917,480,5
191178,sliymz,FALSE,959,717,5
16216,useable,TRUE,834,467,7
191016,perpendicular,TRUE,843,878,12
181110,hhawsdihrdaxrz,FALSE,805,736,10
15995,sahsiy,FALSE,1273,496,4
190754,fixtures,TRUE,825,576,7
200055,chihmaxrz,FALSE,1276,555,6
191066,duckbill,TRUE,1295,659,6
190114,ihnkaxsvaetaxdihd,FALSE,1081,840,12
191179,daabhhayt,FALSE,946,552,6
181158,axnsown,FALSE,1551,760,5
190021,bookwork,TRUE,832,575,6
190034,stratified,TRUE,765,752,9
15388,bayvihng,FALSE,864,448,5
181247,sexual,TRUE,839,668,7
16043,finances,TRUE,876,754,8
190034,enlightenment,TRUE,1279,666,11
16170,paenaxrrz,FALSE,1032,504,7
200030,ihnjhownsaxbaxl,FALSE,1622,705,10
15386,slants,TRUE,926,629,6
190456,packaging,TRUE,698,462,7
200025,bahr,FALSE,868,392,3
16067,accessories,TRUE,881,650,8
16012,picks,TRUE,1228,499,4
181207,subjects,TRUE,983,685,7
181085,fatter,TRUE,1073,661,4
190653,wihziht,FALSE,1063,411,5
170463,cider,TRUE,965,518,4
15987,awaxrmihkts,FALSE,1182,656,8
16123,hhayhhaxn,FALSE,899,432,5
16160,braataxstehkts,FALSE,1930,632,11
181153,recalled,TRUE,858,688,6
181135,kaangkiht,FALSE,810,480,6
16601,thinly,TRUE,766,519,5
15397,exceeds,TRUE,979,669,6
16476,baekaxvay,FALSE,923,616,6
15977,deserted,TRUE,797,609,7
15868,axsaech,FALSE,904,639,4
190091,dominion,TRUE,2325,688,8
181365,ihnvaest,FALSE,2017,608,6
181158,clot,TRUE,894,454,4
190182,proportional,TRUE,832,694,11
200332,readily,TRUE,1155,378,6
181126,floured,TRUE,691,473,5
16249,anglican,TRUE,1127,588,8
16495,lucky,TRUE,668,390,4
191055,prahsihd,FALSE,1020,440,6
200215,carriage,TRUE,963,444,5
15885,beatings,TRUE,634,492,6
15409,carted,TRUE,987,348,6
181085,ehshpaygaxdliy,FALSE,700,752,9
16065,twihths,FALSE,1836,600,5
16081,footwork,TRUE,644,549,6
16051,barnacle,TRUE,1098,490,8
15414,irrigate,TRUE,772,587,6
190875,chalice,TRUE,1578,478,5
16006,riytaxnstraylz,FALSE,1289,776,11
200111,indiscriminantly,TRUE,823,773,16
15414,antagonize,TRUE,969,828,9
16551,companions,TRUE,1371,768,10
181153,briyvaensaxtihsh,FALSE,1295,824,11
16402,chiysiy,FALSE,729,440,4
15905,kehnaxfnaxreyz,FALSE,828,848,10
200069,chasing,TRUE,2443,413,5
181363,skihnt,FALSE,1110,520,5
16275,hhihney,FALSE,915,440,4
191052,statesman,TRUE,791,635,8
200024,improvises,TRUE,935,713,10
16275,contributors,TRUE,862,704,12
16402,pawl,FALSE,636,392,3
16587,windbreaker,TRUE,953,548,9
190027,arresting,TRUE,871,642,6
181227,sympathetically,TRUE,1015,864,12
190091,partly,TRUE,861,369,6
200012,earpiece,TRUE,857,609,5
15292,aarl,FALSE,827,327,3
15410,behntaxks,FALSE,748,561,7
191055,saxlaankaxnz,FALSE,870,738,9
16053,cadaver,TRUE,594,618,6
181084,spectrally,TRUE,933,575,9
16188,hhehehnyaxn,FALSE,864,480,7
181153,kites,TRUE,1833,447,4
16016,torpedo,TRUE,594,565,7
190041,scraggy,TRUE,1226,521,6
16521,bobbles,TRUE,1721,531,6
190114,nightmarish,TRUE,725,629,8
181084,pastures,TRUE,753,563,6
16745,biyfiyfneyshaxn,FALSE,1939,704,10
16156,conversation,TRUE,932,838,10
191229,braxskeyaxshaxr,FALSE,1132,642,10
16020,awmihpt,FALSE,942,488,5
15977,coarse,TRUE,793,414,4
15987,saegaxns,FALSE,861,608,6
16744,fiddler,TRUE,1945,553,5
